s,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
1,5,0.692041506,0.665572914,0.661298681,0.661162992,0.661157088,1.936639118,3.140495868,0.253443526,0,0.363307494,0.589147287,0.04754522,0,-0.024520978,0.044931877,0.064104014,0.065446134,0.0688065,3,26,23,10.41597796,4.134447404,8,1,87,86,76.14049587,16.62727956,87,6.941,55.845,48.904,21.4780681,9.0866827,15.9994,54.8,1941,1886.2,330.2338017,368.4856226,54.8,1,16,15,13.59504132,3.644559798,16,2,4,2,2.385674931,0.558856787,2,66,160,94,86.83195592,27.546388,66,0.98,3.44,2.46,2.870550964,0.752990461,3.44,1,2,1,1.936639118,0.11869256,2,0,4,4,3.140495868,1.13653439,4,0,6,6,0.253443526,0.45103173,0,0,0,0,0,0,0,1,8,7,5.330578512,0.929308107,6,0,1,1,0.063360882,0.11869256,0,0,3,3,1.818181818,0.631104433,2,0,8,8,0.848484848,1.509975791,0,0,0,0,0,0,0,1,8,7,2.730027548,1.184557825,2,9.105,22.5702381,13.4652381,12.59168306,4.641261623,9.105,0,1.625,1.625,0.268595041,0.448398333,0,0,2.1106628,2.1106628,0.017445791,0.034598628,0,2,229,227,44.44077135,56.92689479,12
1,5,0.682449441,0.656411616,0.652309555,0.652179697,0.652173975,1.923913043,3.097826087,0.195652174,0,0.36875,0.59375,0.0375,0,0.039451822,0.039895525,0.023550613,0.051815894,0.059218836,3,22,19,10.26086957,4.053875236,8,1,87,86,74.32608696,19.35964083,87,6.941,47.867,40.926,21.15223102,8.883662575,15.9994,54.8,1941,1886.2,330.2101087,363.4403946,54.8,1,16,15,13.36956522,3.962665406,16,2,4,2,2.380434783,0.554111531,2,66,170,104,87.83695652,28.48298677,66,0.98,3.44,2.46,2.838586957,0.784451796,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.097826087,1.176748582,4,0,2,2,0.195652174,0.348771267,0,0,0,0,0,0,0,1,6,5,5.217391304,1.020793951,6,0,1,1,0.076086957,0.140595463,0,0,3,3,1.793478261,0.662807183,2,0,9,9,0.891304348,1.588846881,0,0,0,0,0,0,0,1,9,8,2.760869565,1.260396975,2,9.105,22.5702381,13.4652381,12.81518375,4.839370105,9.105,0,1.625,1.625,0.264945652,0.443495983,0,0,0.0000225,0.0000225,0.0000021,0.00000374,0,2,229,227,46.66304348,59.77670132,12
1,5,0.690036393,0.663708285,0.65948071,0.659346579,0.659340723,1.934065934,3.131868132,0.208791209,0,0.366666667,0.59375,0.039583333,0,0.047264162,0.047264162,0.042357755,0.051984006,0.059750328,3,39,36,10.54945055,4.357444753,8,1,87,86,75.49450549,17.64641951,87,6.941,88.90585,81.96485,21.82335473,9.642448612,15.9994,54.8,1941,1886.2,330.083956,367.2263012,54.8,1,16,15,13.51648352,3.76403816,16,2,5,3,2.395604396,0.573843739,2,66,190,124,87.50549451,28.35889385,66,0.98,3.44,2.46,2.859450549,0.765559715,3.44,1,2,1,1.934065934,0.12317353,2,0,4,4,3.131868132,1.144789277,4,0,2,2,0.208791209,0.37169424,0,0,0,0,0,0,0,1,6,5,5.274725275,0.956406231,6,0,1,1,0.065934066,0.12317353,0,0,3,3,1.813186813,0.637604154,2,0,9,9,0.89010989,1.584591233,0,0,0,0,0,0,0,1,9,8,2.769230769,1.247675402,2,9.105,32.365,23.26,12.82405024,4.904242069,9.105,0,1.625,1.625,0.267857143,0.447409733,0,0,0.0000225,0.0000225,0.00000223,0.00000402,0,2,229,227,44.65934066,57.13078131,12
1,5,0.682449441,0.656411616,0.652309555,0.652179697,0.652173975,1.923913043,3.097826087,0.195652174,0,0.36875,0.59375,0.0375,0,0.035937957,0.038013583,0.023550613,0.042982344,0.05269432,3,57,54,11.04347826,5.193761815,8,1,87,86,74.36956522,19.28875236,87,6.941,138.90547,131.96447,23.19461272,11.85843591,15.9994,54.8,1941,1886.2,316.7101087,341.6218809,54.8,1,16,15,13.36956522,3.962665406,16,2,6,4,2.423913043,0.617438563,2,66,207,141,88.64130435,29.53213611,66,0.98,3.44,2.46,2.832934783,0.791824197,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.097826087,1.176748582,4,0,2,2,0.195652174,0.348771267,0,0,0,0,0,0,0,1,6,5,5.217391304,1.020793951,6,0,1,1,0.076086957,0.140595463,0,0,3,3,1.793478261,0.662807183,2,0,9,9,0.891304348,1.588846881,0,0,0,0,0,0,0,1,9,8,2.760869565,1.260396975,2,9.105,36.8975,27.7925,13.13393375,5.255130975,9.105,0,1.625,1.625,0.264945652,0.443495983,0,0,0.0000225,0.0000225,0.00000196,0.00000358,0,2,229,227,46.66304348,59.77670132,12
1,5,0.599618388,0.542667974,0.521094429,0.517969039,0.517311499,1.732758621,2.172413793,0.577586207,0,0.386538462,0.484615385,0.128846154,0,-0.038209214,0.042071674,0.035574818,0.037603535,0.04165695,3,57,54,16.13793103,15.44054697,8,1,87,86,52.15517241,38.31153389,87,6.941,138.90547,131.96447,37.00949181,37.80566819,15.9994,54.8,2128,2073.2,445.0906034,403.7489001,54.8,1,16,15,9.655172414,6.932223543,16,2,6,4,2.775862069,1.217300832,2,66,207,141,108.9568966,44.43816885,66,0.98,3.44,2.46,2.322931034,1.155588585,3.44,1,2,1,1.732758621,0.391646849,2,0,4,4,2.172413793,1.947681332,4,0,10,10,0.577586207,0.906212842,0,0,0,0,0,0,0,1,15,14,4.482758621,2.294887039,6,0,1,1,0.267241379,0.391646849,0,0,3,3,1.137931034,1.020214031,2,0,9,9,1.577586207,2.583977408,0,0,0,0,0,0,0,1,9,8,2.982758621,2.076397146,2,9.105,36.8975,27.7925,16.20315374,7.342917658,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,108.25,99.56896552,12
1,5,0.610663548,0.539148504,0.494860285,0.479344344,0.47007093,1.536398467,2.141762452,0.766283525,0,0.345689655,0.481896552,0.172413793,0,0,0,0.105981601,0.109121527,0.113213798,3,35,32,11.348659,7.740902218,3,1,95,94,47.80076628,43.39381395,1,6.941,79.904,72.963,23.98861294,15.80659897,6.941,265.8,1687,1421.2,409.0581992,51.17539995,453.69,1,17,16,9.042145594,7.456702045,1,2,4,2,2.61302682,0.568400346,2,105,128,23,116.9808429,10.67970229,128,0.98,2.96,1.98,1.836360153,0.794019759,0.98,1,2,1,1.536398467,0.497350303,1,0,5,5,2.141762452,1.986935013,0,0,10,10,0.766283525,1.415128962,0,0,0,0,0,0,0,1,17,16,4.444444444,3.197105151,1,0,1,1,0.463601533,0.497350303,1,0,4,4,1.076628352,1.009996917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.540229885,0.583696657,1,16.59333333,29.48,12.88666667,21.55308566,4.607226951,16.59333333,0,2.202,2.202,1.076582375,1.00053678,0,0,0,0,0,0,0,2,229,227,138.9042146,84.21215191,229
1,6,0.686069872,0.660025409,0.655875162,0.655743546,0.655737768,1.928961749,3.120218579,0.196721311,0,0.367708333,0.594791667,0.0375,0,0.044497231,0.044527492,0.037212433,0.046156108,0.054406118,3,22,19,10.26229508,3.998745857,8,1,87,86,75.24043716,17.96649646,87,6.941,47.867,40.926,21.14757499,8.770125391,15.9994,54.8,1941,1886.2,325.4177049,357.5700081,54.8,1,16,15,13.49726776,3.774970886,16,2,4,2,2.37704918,0.548060557,2,66,170,104,87.29508197,27.92797635,66,0.98,3.44,2.46,2.851092896,0.772337185,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.120218579,1.153811699,4,0,2,2,0.196721311,0.352593389,0,0,0,0,0,0,0,1,6,5,5.245901639,0.988981457,6,0,1,1,0.071038251,0.131983636,0,0,5,5,1.830601093,0.640210218,2,0,9,9,0.841530055,1.508316164,0,0,0,0,0,0,0,1,9,8,2.743169399,1.222311804,2,9.105,22.5702381,13.4652381,12.73278949,4.757756705,9.105,0,1.625,1.625,0.266393443,0.445444773,0,0,0.0000225,0.0000225,0.00000216,0.00000388,0,2,229,227,45.83606557,58.74764848,12
1,5,0.690036393,0.663708285,0.65948071,0.659346579,0.659340723,1.934065934,3.142857143,0.307692308,0,0.359183673,0.583673469,0.057142857,0,-0.028846838,0.048038692,0.06220052,0.0710486,0.073863352,3,49,46,10.65934066,4.516845792,8,1,87,86,76.18681319,16.50525299,87,6.941,114.818,107.877,22.10810363,10.05549097,15.9994,54.8,1941,1886.2,315.0372527,343.1700036,54.8,1,16,15,13.62637363,3.582900616,16,2,5,3,2.395604396,0.573843739,2,66,160,94,86.97802198,27.66332569,66,0.98,3.44,2.46,2.865604396,0.757444753,3.44,1,2,1,1.934065934,0.12317353,2,0,4,4,3.142857143,1.130298273,4,0,10,10,0.307692308,0.547759932,0,0,0,0,0,0,0,1,13,12,5.384615385,0.978867287,6,0,1,1,0.065934066,0.12317353,0,0,5,5,1.868131868,0.615867649,2,0,8,8,0.791208791,1.425914745,0,0,0,0,0,0,0,1,8,7,2.725274725,1.183914986,2,9.105,24.26,15.155,12.7349843,4.786792485,9.105,0,1.625,1.625,0.267857143,0.447409733,0,0,0.0000225,0.0000225,0.00000223,0.00000402,0,2,229,227,44.05494505,56.13452482,12
1,4,0.642186735,0.590828334,0.57573601,0.574583995,0.574471848,1.787234043,2.978723404,0.212765957,0,0.358974359,0.598290598,0.042735043,0,0,0,0.078574903,0.087633432,0.103276256,3,53,50,9.234042553,4.07062019,8,1,96,95,68.12765957,28.56496152,87,6.941,126.90447,119.96347,19.29919421,9.050058973,15.9994,54.8,453.69,398.89,197.0010638,163.3799457,54.8,1,17,16,12.63829787,4.95246718,16,2,5,3,2.255319149,0.401991852,2,66,139,73,88.59574468,25.96106836,66,0.98,3.44,2.46,2.660638298,0.895436849,3.44,1,2,1,1.787234043,0.33499321,2,0,5,5,2.978723404,1.267541874,4,0,10,10,0.212765957,0.416478044,0,0,0,0,0,0,0,1,17,16,4.978723404,1.693073789,6,0,1,1,0.212765957,0.33499321,0,0,3,3,1.744680851,0.77410593,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.957446809,0.448166591,2,9.105,43.015,33.91,13.99820162,5.621976331,9.105,0,1.625,1.625,0.333765957,0.525503848,0,0,0,0,0,0,0,2,229,227,57.36170213,73.32005432,12
1,5,0.678911172,0.652859863,0.648783216,0.648654393,0.648648711,1.891891892,3.081081081,0.297297297,0,0.358974359,0.584615385,0.056410256,0,0.040859929,0.041792041,0.036861074,0.04296693,0.047597566,3,24,21,10.2972973,4.163623083,8,1,87,86,74.78378378,18.51278305,87,6.941,51.9961,45.0551,21.2499533,9.131899407,15.9994,54.8,2180,2125.2,340.082973,377.4859021,54.8,1,16,15,13.37837838,3.926953981,16,2,4,2,2.378378378,0.552227904,2,66,160,94,87.27027027,27.59386413,66,0.98,3.44,2.46,2.835675676,0.783988313,3.44,1,2,1,1.891891892,0.19284149,2,0,4,4,3.081081081,1.19211103,4,0,5,5,0.297297297,0.530314098,0,0,0,0,0,0,0,1,6,5,5.27027027,0.986121256,6,0,1,1,0.108108108,0.19284149,0,0,3,3,1.783783784,0.674945215,2,0,8,8,0.783783784,1.398100804,0,0,0,0,0,0,0,1,8,7,2.675675676,1.148283419,2,9.105,22.5702381,13.4652381,12.56706564,4.565764374,9.105,0,1.625,1.625,0.263513514,0.441563185,0,0,0.0000225,0.0000225,0.00000183,0.00000336,0,2,229,227,48.59459459,62.58582907,12
1,5,0.682449441,0.656411616,0.652309555,0.652179697,0.652173975,1.923913043,3.097826087,0.304347826,0,0.36122449,0.581632653,0.057142857,0,0.045337341,0.045946437,0.052671407,0.055692263,0.05994136,3,26,23,10.36956522,4.212192817,8,1,87,86,75.2826087,17.80009452,87,6.941,55.845,48.904,21.38895033,9.228449388,15.9994,54.8,1941,1886.2,330.1448913,363.3340619,54.8,1,16,15,13.47826087,3.785444234,16,2,4,2,2.380434783,0.554111531,2,66,160,94,87.01086957,27.40548204,66,0.98,3.44,2.46,2.848804348,0.771124764,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.097826087,1.176748582,4,0,6,6,0.304347826,0.542533081,0,0,0,0,0,0,0,1,8,7,5.326086957,0.995274102,6,0,1,1,0.076086957,0.140595463,0,0,3,3,1.793478261,0.662807183,2,0,8,8,0.782608696,1.395085066,0,0,0,0,0,0,0,1,8,7,2.652173913,1.102079395,2,9.105,22.5702381,13.4652381,12.56507505,4.592927244,9.105,0,1.625,1.625,0.264945652,0.443495983,0,0,2.1106628,2.1106628,0.045885933,0.089772907,0,2,229,227,47.42391304,61.01724953,12
1,5,0.675539292,0.649372099,0.645295509,0.645167012,0.645161352,1.913978495,3.247311828,0.752688172,0,0.323636364,0.549090909,0.127272727,0,-0.019889303,0.043539101,0.03604958,0.045011451,0.050769558,3,32,29,10.66666667,4.759856631,8,1,87,86,77.90322581,13.54699965,87,6.941,72.64,65.699,22.25293598,10.70339024,15.9994,54.8,1211.4,1156.6,246.8519355,247.808949,54.8,1,16,15,14.30107527,2.417620534,16,2,4,2,2.344086022,0.503179558,2,66,128,62,83.78494624,22.94831772,66,0.98,3.44,2.46,2.860107527,0.748248352,3.44,1,2,1,1.913978495,0.157243612,2,0,4,4,3.247311828,0.971210545,4,0,10,10,0.752688172,1.392068447,0,0,0,0,0,0,0,1,14,13,5.913978495,1.32824604,6,0,1,1,0.086021505,0.157243612,0,0,5,5,2.23655914,0.690021968,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.322580645,0.643773847,2,9.105,23.005,13.9,13.20511009,5.290464628,9.105,0,1.625,1.625,0.290924731,0.444207654,0,0,0,0,0,0,0,2,229,227,51.95698925,67.6725633,12
1,4,0.707106781,0.675048497,0.667215531,0.666710211,0.666667796,1.944444444,2.666666667,0.722222222,3.111111111,0.230263158,0.315789474,0.085526316,0.368421053,-0.016630029,0.036542839,0.034020691,0.034996933,0.040557875,3,73,70,24.88888889,24.95061728,8,1,87,86,69.44444444,23.40740741,87,6.941,180.94788,174.00688,58.97948833,63.0888387,15.9994,54.8,3290,3235.2,859.1272222,1117.484877,54.8,1,16,15,12,5.333333333,16,2,6,4,3.111111111,1.604938272,2,66,207,141,100.3888889,45.85185185,66,0.98,3.44,2.46,2.742222222,0.93037037,3.44,1,2,1,1.944444444,0.104938272,2,0,4,4,2.666666667,1.777777778,4,0,3,3,0.722222222,1.043209877,0,0,14,14,3.111111111,4.839506173,0,1,19,18,8.444444444,4.691358025,6,0,1,1,0.055555556,0.104938272,0,0,2,2,1.333333333,0.888888889,2,0,9,9,2.055555556,2.969135802,0,0,0,0,0,0,0,1,9,8,3.444444444,2.197530864,2,9.105,36.8975,27.7925,13.06837963,5.284506173,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,82.38888889,93.85185185,12
1,5,0.654813865,0.618968741,0.611414862,0.61102647,0.610998586,1.926680244,2.464358452,0.600814664,0,0.385964912,0.493676051,0.120359037,0,0.033800443,0.03908051,0.031893155,0.036785622,0.039272781,3,57,54,16.07535642,11.78541652,8,1,87,86,63.81059063,28.6467204,87,6.941,138.90547,131.96447,35.84533982,28.49017588,15.9994,54.8,1941,1886.2,588.2685132,671.6308776,54.8,1,16,15,11.10183299,6.044565934,16,2,6,4,2.855397149,1.170726851,2,66,207,141,105.0773931,47.75241516,66,0.98,3.44,2.46,2.615336049,1.007735989,3.44,1,2,1,1.926680244,0.135887938,2,0,4,4,2.464358452,1.876547716,4,0,10,10,0.600814664,0.822296241,0,0,0,0,0,0,0,1,14,13,4.99185336,1.415416395,6,0,1,1,0.073319756,0.135887938,0,0,4,4,1.262729124,0.956690905,2,0,9,9,2.556008147,3.550300521,0,0,0,0,0,0,0,1,9,8,3.892057026,2.736175808,2,9.105,36.8975,27.7925,14.37636965,6.441592245,9.105,0,0.383,0.383,0.003900204,0.007720973,0,0,0.0000225,0.0000225,0.00000436,0.00000703,0,12,229,217,85.6802444,90.03695853,12
1,5,0.690036393,0.663708285,0.65948071,0.659346579,0.659340723,1.934065934,3.131868132,0.263736264,0,0.362886598,0.587628866,0.049484536,0,-0.025983274,0.045639389,0.06220052,0.063507395,0.067153471,3,26,23,10.40659341,4.150223403,8,1,87,86,75.96703297,16.86752808,87,6.941,55.845,48.904,21.46004868,9.11545523,15.9994,54.8,1941,1886.2,330.2158242,367.4436662,54.8,1,16,15,13.57142857,3.673469388,16,2,4,2,2.384615385,0.557903635,2,66,160,94,86.86813187,27.51841565,66,0.98,3.44,2.46,2.866153846,0.756720203,3.44,1,2,1,1.934065934,0.12317353,2,0,4,4,3.131868132,1.144789277,4,0,6,6,0.263736264,0.469508513,0,0,0,0,0,0,0,1,8,7,5.32967033,0.942639778,6,0,1,1,0.065934066,0.12317353,0,0,3,3,1.813186813,0.637604154,2,0,8,8,0.835164835,1.486776959,0,0,0,0,0,0,0,1,8,7,2.714285714,1.167974882,2,9.105,22.5702381,13.4652381,12.58630298,4.631527076,9.105,0,1.625,1.625,0.267857143,0.447409733,0,0,2.1106628,2.1106628,0.023196325,0.045878384,0,2,229,227,45.04395604,57.76476271,12
1,5,0.59593462,0.53677531,0.51460326,0.511398026,0.510713305,1.734042553,2.053191489,0.404255319,0,0.413705584,0.489847716,0.096446701,0,-0.042358977,0.044564499,0.048177279,0.049044684,0.050753543,3,57,54,15.89361702,14.91987325,8,1,87,86,50.88297872,37.37732005,87,6.941,138.90547,131.96447,36.25400894,36.27758409,15.9994,54.8,2128,2073.2,485.2719149,460.3098234,54.8,1,16,15,9.29787234,6.923494794,16,2,6,4,2.787234043,1.222725215,2,66,207,141,110.3617021,45.30556813,66,0.98,3.44,2.46,2.290106383,1.174359439,3.44,1,2,1,1.734042553,0.390448167,2,0,4,4,2.053191489,1.988229968,4,0,10,10,0.404255319,0.627885921,0,0,0,0,0,0,0,1,13,12,4.191489362,2.034404708,6,0,1,1,0.265957447,0.390448167,0,0,5,5,1.074468085,1.028746039,2,0,9,9,1.829787234,2.880941603,0,0,0,0,0,0,0,1,9,8,3.170212766,2.349479402,2,9.105,36.8975,27.7925,15.94745567,6.988039837,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,108.9893617,100.0101856,12
1,6,0.680368798,0.656125366,0.652305372,0.652179636,0.652173975,1.923913043,3.25,0.695652174,0,0.327777778,0.553703704,0.118518519,0,-0.024119871,0.039356529,0.047429183,0.047792812,0.048356454,3,32,29,10.73913043,4.75047259,8,1,87,86,78.02173913,13.46172023,87,6.941,72.64,65.699,22.37711421,10.66773156,15.9994,54.8,1941,1886.2,263.4855435,272.198535,54.8,1,16,15,14.23913043,2.54489603,16,2,4,2,2.358695652,0.522448015,2,66,160,94,84.16304348,23.69092628,66,0.98,3.44,2.46,2.874673913,0.737381853,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.25,0.97826087,4,0,10,10,0.695652174,1.270321361,0,0,0,0,0,0,0,1,14,13,5.869565217,1.230623819,6,0,1,1,0.076086957,0.140595463,0,0,5,5,2.163043478,0.635869565,2,0,8,8,0.173913043,0.34026465,0,0,0,0,0,0,0,1,8,7,2.413043478,0.753780718,2,9.105,23.005,13.9,13.10192288,5.213377667,9.105,0,1.625,1.625,0.289923913,0.447491257,0,0,0.0000225,0.0000225,0.00000049,0.000000958,0,2,229,227,49.35869565,64.17178639,12
1,5,0.596446354,0.533088559,0.505837709,0.500795524,0.499395362,1.708818636,2.002911814,0.28202995,0,0.427872097,0.501510259,0.070617644,0,0.038973505,0.050392909,0.034484569,0.038745699,0.044465161,3,57,54,15.20590682,14.32971012,8,1,87,86,49.25582363,37.97768244,87,6.941,138.90547,131.96447,34.68206326,34.903035,15.9994,54.8,2128,2073.2,481.4629992,442.127037,54.8,1,16,15,9.047836938,6.989915241,16,2,6,4,2.741264559,1.171716025,2,66,207,141,110.5615641,44.48741836,66,0.98,3.44,2.46,2.25437604,1.183651208,3.44,1,2,1,1.708818636,0.412789555,2,0,4,4,2.002911814,1.993765244,4,0,2,2,0.28202995,0.449323922,0,0,0,0,0,0,0,1,6,5,3.993760399,2.003882534,6,0,1,1,0.291181364,0.412789555,0,0,5,5,1.02953411,1.018399382,2,0,9,9,1.752079867,2.791375162,0,0,0,0,0,0,0,1,9,8,3.072795341,2.278129075,2,9.105,36.8975,27.7925,15.90750347,6.791184825,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,113.5361897,101.3672443,12
1,5,0.599618388,0.542667974,0.521094429,0.517969039,0.517311499,1.732758621,2.068965517,0.336206897,0.482758621,0.375,0.447761194,0.072761194,0.104477612,-0.035711573,0.039453445,0.035585806,0.041035764,0.044771557,3,73,70,16.89655172,16.63079667,8,1,87,86,50.87931034,37.36623068,87,6.941,180.94788,174.00688,39.05045319,41.00786621,15.9994,54.8,3290,3235.2,527.3740517,528.2525639,54.8,1,16,15,9.310344828,6.920332937,16,2,6,4,2.810344828,1.271403092,2,66,207,141,110.0258621,45.54399524,66,0.98,3.44,2.46,2.303965517,1.175208086,3.44,1,2,1,1.732758621,0.391646849,2,0,4,4,2.068965517,1.997621879,4,0,3,3,0.336206897,0.527497027,0,0,14,14,0.482758621,0.932223543,0,1,19,18,4.620689655,2.418549346,6,0,1,1,0.267241379,0.391646849,0,0,2,2,1.034482759,0.998810939,2,0,9,9,1.818965517,2.853894174,0,0,0,0,0,0,0,1,9,8,3.120689655,2.292806183,2,9.105,36.8975,27.7925,15.73970546,6.863488407,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,110.4224138,101.8162901,12
1,5,0.682449441,0.656411616,0.652309555,0.652179697,0.652173975,1.923913043,3.119565217,0.391304348,0,0.354,0.574,0.072,0,0.040294126,0.040428608,0.058665048,0.06454571,0.066856725,3,49,46,10.86956522,4.940453686,8,1,87,86,75.7173913,17.09120983,87,6.941,114.818,107.877,22.67097207,11.09574192,15.9994,54.8,1941,1886.2,300.1177174,319.9796314,54.8,1,16,15,13.58695652,3.608223062,16,2,5,3,2.402173913,0.585775047,2,66,160,94,87.22826087,27.68903592,66,0.98,3.44,2.46,2.847717391,0.772542533,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.119565217,1.148393195,4,0,10,10,0.391304348,0.697542533,0,0,0,0,0,0,0,1,13,12,5.434782609,1.066162571,6,0,1,1,0.076086957,0.140595463,0,0,5,5,1.902173913,0.620274102,2,0,8,8,0.695652174,1.270321361,0,0,0,0,0,0,0,1,8,7,2.673913043,1.133742911,2,9.105,24.26,15.155,12.85920549,4.896789765,9.105,0,1.625,1.625,0.264945652,0.443495983,0,0,0.0000225,0.0000225,0.00000196,0.00000358,0,2,229,227,45.4673913,57.82726843,12
1,5,0.547601836,0.477774026,0.449085123,0.444266485,0.443011846,1.742673338,2.65761258,2.998570407,0,0.235532799,0.359192349,0.405274853,0,0,0,0.133338491,0.138950448,0.142176763,3,53,50,19.66904932,11.82821131,16,1,96,95,64.56147248,32.71212308,88,6.941,126.90447,119.96347,43.48266262,28.91814229,32.065,302.91,1211.4,908.49,531.7378199,214.24662,388.36,1,17,16,11.8270193,5.572161469,16,2,5,3,3.149749821,0.72434589,3,105,139,34,117.5235883,11.09129798,105,0.98,2.66,1.68,2.060046462,0.589141169,2.58,1,2,1,1.742673338,0.382219302,2,0,5,5,2.65761258,1.691161,4,0,10,10,2.998570407,4.198855917,0,0,0,0,0,0,0,1,17,16,7.398856326,4.532065434,6,0,1,1,0.257326662,0.382219302,0,0,5,5,1.798427448,1.096780555,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.05575411,0.819119753,2,16.59333333,43.015,26.42166667,24.58716159,5.014150422,25.786875,0,2.202,2.202,1.149314153,0.932292898,2.202,0,0,0,0,0,0,64,229,165,134.4914224,77.16973448,70
