formula,source,temperature,target,log_target,family,ChemicalFamily,s,composition,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
(Li2S)9(LaOI),10.1016/j.ssi.2008.01.072,30,8.13E-09,-8.089909454,Glass,Sulphides and Other Anions,0,Li18 S9 La1 O1 I1,5,0.673300329,0.624120244,0.603704171,0.600667412,0.600058568,1.4,1.5,0.366666667,0,0.428571429,0.459183673,0.112244898,0,0,0,0.058708705,0.068554464,0.072873645,3,57,54,10.53333333,9.208888889,3,1,96,95,33.53333333,40.40888889,1,6.941,138.90547,131.96447,23.17774467,19.96264991,6.941,54.8,1193,1138.2,443.2103333,62.56157778,453.69,1,17,16,6.6,6.96,1,2,6,4,2.533333333,0.675555556,2,66,207,141,122.0333333,13.95555556,128,0.98,3.44,2.46,1.602,0.779866667,0.98,1,2,1,1.4,0.48,1,0,5,5,1.5,1.9,0,0,10,10,0.366666667,0.684444444,0,0,0,0,0,0,0,1,17,16,3.266666667,2.737777778,1,0,1,1,0.6,0.48,1,0,2,2,0.7,0.886666667,0,0,9,9,0.3,0.58,0,0,0,0,0,0,0,1,9,8,1.6,0.76,1,9.105,43.015,33.91,20.6593125,5.6494625,16.59333333,0,2.202,2.202,0.696,0.928,0,0,0,0,0,0,0,12,229,217,167.4,75.69333333,229
LiF,"Journal De Physique 26 339-341, 1965",392,7.75E-09,-8.110698297,Rocksalt,Oxides,0,Li1 F1,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,1.5,2.5,0,0,0.375,0.625,0,0,0,0,1,1,1,3,9,6,6,3,3,1,93,92,47,46,1,6.941,18.9984032,12.0574032,12.9697016,6.0287016,6.941,53.5,453.69,400.19,253.595,200.095,53.5,1,17,16,9,8,1,2,2,0,2,0,2,57,128,71,92.5,35.5,57,0.98,3.98,3,2.48,1.5,0.98,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4,3,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,16.59333333,6.885833333,13.15041667,3.442916667,9.7075,0,1.97,1.97,0.985,0.985,0,0,0,0,0,0,0,15,229,214,122,107,15
Li2.7OH0.3Cl,10.1002/aenm.201700971,26,7.30E-09,-8.13667714,Anti-Perovskite,Oxides and Other Anions,0,Li2.7 O1 H0.3 Cl1,4,0.612535713,0.557934568,0.541498827,0.540147391,0.540005245,1.4,1.8,0,0,0.4375,0.5625,0,0,0,0,0.27824849,0.33891167,0.396607307,1,17,16,6.68,4.656,3,1,94,93,42.26,44.5608,1,1.00794,35.453,34.44506,14.0990964,9.30168288,6.941,14.01,453.69,439.68,291.1132,175.582944,453.69,1,17,16,7.2,7.44,1,1,3,2,2.14,0.344,2,31,128,97,104.58,25.2936,128,0.98,3.44,2.46,1.9812,1.081296,0.98,1,2,1,1.4,0.48,1,0,5,5,1.8,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3.2,2.64,1,0,1,1,0.6,0.48,1,0,2,2,0.6,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.2,0.32,1,6.615,24.4975,17.8825,16.0778,3.924656,16.59333333,0,7.853,7.853,0.96978,1.4352744,0,0,0,0,0,0,0,12,229,217,150.5,90,229
(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,25,6.57E-09,-8.182516656,Zircon,Oxides,0,Y0.7 P1 O4 Li0.9,4,0.64815908,0.612531671,0.606268626,0.606068853,0.606060686,1.863636364,2.878787879,0.106060606,0,0.384375,0.59375,0.021875,0,-0.015018498,0.044677251,0.023891398,0.036850802,0.05102156,3,39,36,11.66666667,6.808080808,8,1,87,86,66.71212121,29.52708907,87,6.941,88.90585,81.96485,24.76550864,15.48681585,15.9994,54.8,1799,1744.2,333.9577273,343.4207989,54.8,1,16,15,12.42424242,5.114784206,16,2,5,3,2.46969697,0.697428834,2,66,190,124,93.81818182,33.71900826,66,0.98,3.44,2.46,2.67969697,0.921579431,3.44,1,2,1,1.863636364,0.23553719,2,0,4,4,2.878787879,1.395775941,4,0,1,1,0.106060606,0.189623508,0,0,0,0,0,0,0,1,6,5,4.848484848,1.441689624,6,0,1,1,0.136363636,0.23553719,0,0,3,3,1.666666667,0.808080808,2,0,9,9,0.954545455,1.70661157,0,0,0,0,0,0,0,1,9,8,2.757575758,1.397612489,2,9.105,32.365,23.26,14.63329365,6.700962001,9.105,0,1.625,1.625,0.246212121,0.417814509,0,0,0,0,0,0,0,2,229,227,59.37878788,74.81634527,12
(Li2O)50(Al2O3)3(P2O5)47,10.1016/j.jeurceramsoc.2008.12.016,25,5.75E-09,-8.240332155,Glass,Oxides,0,Li100 O294 Al6 P94,4,0.656906764,0.609103754,0.596078339,0.595215493,0.595143598,1.79757085,2.963562753,0,0,0.37755102,0.62244898,0,0,0.007787692,0.007787692,0.048672839,0.05390564,0.060358022,3,15,12,8.380566802,2.631349473,8,1,87,86,68.65991903,27.39267977,87,6.941,30.973762,24.032762,17.14847461,5.500305256,15.9994,54.8,933.47,878.67,196.1684615,168.2685332,54.8,1,16,15,12.73684211,4.751757937,16,2,3,1,2.20242915,0.322903178,2,66,128,62,87.02024291,25.02004622,66,0.98,3.44,2.46,2.68194332,0.902302283,3.44,1,2,1,1.79757085,0.322903178,2,0,4,4,2.963562753,1.247520858,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.761133603,1.565506729,6,0,1,1,0.20242915,0.322903178,0,0,5,5,1.821862348,0.737596092,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.024291498,0.443606681,2,9.105,22.5702381,13.4652381,13.27264315,4.960676458,9.105,0,1.625,1.625,0.309210526,0.500745792,0,0,0,0,0,0,0,2,229,227,56.61133603,73.88339425,12
LiGaSiO4,10.1016/0167-2738(87)90048-8,312.92,5.70E-09,-8.244125144,Phenakite,,0,Li1 Ga1 Si1 O4,4,0.622699849,0.580221157,0.571763001,0.571443518,0.571428735,1.857142857,2.714285714,1.428571429,0,0.30952381,0.452380952,0.238095238,0,-0.021016492,0.022204174,0.022494166,0.030981537,0.041844581,3,31,28,11.42857143,6.326530612,8,1,87,86,71.57142857,20.16326531,87,6.941,69.723,62.782,24.10672857,14.17001224,15.9994,54.8,1687,1632.2,380.4,394.2542857,54.8,1,16,15,13.14285714,3.510204082,16,2,4,2,2.428571429,0.612244898,2,66,128,62,89.28571429,26.6122449,66,0.98,3.44,2.46,2.635714286,0.919183673,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.714285714,1.469387755,4,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,1,13,12,6,2,6,0,1,1,0.142857143,0.244897959,0,0,5,5,2.428571429,1.183673469,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.571428571,1.102040816,2,9.105,20.44,11.335,13.1872619,4.665442177,9.105,0,0.773,0.773,0.110428571,0.189306122,0,0,0,0,0,0,0,12,229,217,81.14285714,83.91836735,12
Li4SiO4,10.1021/acsami.6b14402,75.02,5.66E-09,-8.247183569,Other,,0,Li4 Si1 O4,3,0.638284739,0.561419372,0.510582449,0.49070859,0.476343784,1.555555556,2,0,0,0.4375,0.5625,0,0,-0.031181453,0.031181453,0.03888079,0.054064534,0.062392682,3,14,11,6.444444444,3.061728395,3,1,87,86,47.77777778,41.58024691,1,6.941,28.0855,21.1445,13.31634444,5.66697284,6.941,54.8,1687,1632.2,413.44,318.7911111,54.8,1,16,15,9.111111111,7.209876543,1,2,3,1,2.111111111,0.197530864,2,66,128,62,98.55555556,28.9382716,66,0.98,3.44,2.46,2.175555556,1.123950617,0.98,1,2,1,1.555555556,0.49382716,1,0,4,4,2,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3.555555556,2.271604938,1,0,1,1,0.444444444,0.49382716,0,0,4,4,1.333333333,1.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.777777778,0.691358025,1,9.105,20.44,11.335,13.69259259,4.077860082,9.105,0,0.773,0.773,0.085888889,0.152691358,0,0,0,0,0,0,0,12,229,217,132.3333333,106.962963,12
Y0.25Li0.25TaO3,10.1016/S0167-2738(98)00414-7,147,4.39E-09,-8.35753548,Perovskite,,0,Y0.25 Li0.25 Ta1 O3,4,0.707106781,0.675048497,0.667215531,0.666710211,0.666667796,1.944444444,2.666666667,0.722222222,3.111111111,0.230263158,0.315789474,0.085526316,0.368421053,-0.013863902,0.032369438,0.034020691,0.034996933,0.044568386,3,73,70,23.88888889,23.50617284,8,1,87,86,69.38888889,23.48148148,87,6.941,180.94788,174.00688,56.20173167,59.07652352,15.9994,54.8,3290,3235.2,892.7938889,1166.114506,54.8,1,16,15,12,5.333333333,16,2,6,4,3.055555556,1.524691358,2,66,190,124,99.44444444,44.59259259,66,0.98,3.44,2.46,2.748888889,0.921481481,3.44,1,2,1,1.944444444,0.104938272,2,0,4,4,2.666666667,1.777777778,4,0,3,3,0.722222222,1.043209877,0,0,14,14,3.111111111,4.839506173,0,1,19,18,8.444444444,4.691358025,6,0,1,1,0.055555556,0.104938272,0,0,2,2,1.333333333,0.888888889,2,0,9,9,2.055555556,2.969135802,0,0,0,0,0,0,0,1,9,8,3.444444444,2.197530864,2,9.105,32.365,23.26,12.81657407,4.948765432,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,82.38888889,93.85185185,12
LiAlSi2O6,10.1016/j.ssi.2009.02.028,25,3.49E-09,-8.457685004,Glass,Oxides,0,Li1 Al1 Si2 O6,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,1.9,2.9,0,0,0.395833333,0.604166667,0,0,0.003036655,0.010144183,0.035355339,0.045008231,0.054620679,3,14,11,9.2,2.68,8,1,87,86,75.2,15.28,87,6.941,28.0855,21.1445,18.60899386,5.465111404,15.9994,54.8,1687,1632.2,508.996,556.0964,54.8,1,16,15,13.8,2.72,16,2,3,1,2.3,0.42,2,66,128,62,86.7,24.84,66,0.98,3.44,2.46,2.703,0.8844,3.44,1,2,1,1.9,0.18,2,0,4,4,2.9,1.32,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.8,1.44,6,0,1,1,0.1,0.18,0,0,5,5,2.5,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.6,1.04,2,9.105,20.44,11.335,12.85833333,4.504,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,229,217,98,103.2,12
Li3Cr(MoO4)3,10.1039/B301189e,25,3.19E-09,-8.496443639,LISICON,Oxides,0,Li3 Cr1 Mo3 O12,4,0.671955018,0.638209866,0.631825972,0.631589963,0.631579068,1.631578947,2.526315789,1.052631579,0,0.313131313,0.484848485,0.202020202,0,-0.018041147,0.024816568,0.038968848,0.043741036,0.049677005,3,42,39,13.42105263,10.13850416,8,1,87,86,65.57894737,27.05817175,87,6.941,95.96,89.019,29.08904737,23.52841163,15.9994,54.8,2896,2841.2,678.2457895,858.4228255,54.8,1,16,15,11.52631579,5.650969529,16,2,5,3,2.578947368,0.914127424,2,66,154,88,93.52631579,34.7700831,66,0.98,3.44,2.46,2.755789474,0.864265928,3.44,1,2,1,1.631578947,0.465373961,2,0,4,4,2.526315789,1.861495845,4,0,5,5,1.052631579,1.662049861,0,0,0,0,0,0,0,1,6,5,5.210526316,1.329639889,6,0,1,1,0.368421053,0.465373961,0,0,2,2,1.263157895,0.930747922,2,0,5,5,1.052631579,1.662049861,0,0,0,0,0,0,0,1,6,5,2.684210526,1.396121884,2,9.105,16.59333333,7.488333333,11.43684211,2.971468144,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.94736842,100.9861496,12
(Li2O)50(Al2O3)2(P2O5)48,10.1016/j.jeurceramsoc.2008.12.016,25,3.16E-09,-8.500312917,Glass,Oxides,0,Li100 O296 Al4 P96,4,0.659024442,0.610894483,0.597724719,0.596849166,0.596776118,1.798387097,2.975806452,0,0,0.376689189,0.623310811,0,0,0.010666784,0.010666784,0.052436584,0.057425931,0.0637168,3,15,12,8.387096774,2.634235172,8,1,87,86,68.77419355,27.32830385,87,6.941,30.973762,24.032762,17.15993892,5.50569925,15.9994,54.8,933.47,878.67,193.113871,165.0842976,54.8,1,16,15,12.75806452,4.741155047,16,2,3,1,2.201612903,0.321930281,2,66,128,62,86.87903226,24.92013528,66,0.98,3.44,2.46,2.68733871,0.898337669,3.44,1,2,1,1.798387097,0.321930281,2,0,4,4,2.975806452,1.231789802,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.774193548,1.550468262,6,0,1,1,0.201612903,0.321930281,0,0,5,5,1.814516129,0.731659729,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.016129032,0.428980229,2,9.105,22.5702381,13.4652381,13.28039555,4.983536619,9.105,0,1.625,1.625,0.314516129,0.507284079,0,0,0,0,0,0,0,2,229,227,55.53225806,72.68002081,12
LiF,"Journal De Physique 26 339-341, 1965",351,2.65E-09,-8.576754126,Rocksalt,,0,Li1 F1,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,1.5,2.5,0,0,0.375,0.625,0,0,0,0,1,1,1,3,9,6,6,3,3,1,93,92,47,46,1,6.941,18.9984032,12.0574032,12.9697016,6.0287016,6.941,53.5,453.69,400.19,253.595,200.095,53.5,1,17,16,9,8,1,2,2,0,2,0,2,57,128,71,92.5,35.5,57,0.98,3.98,3,2.48,1.5,0.98,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4,3,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,16.59333333,6.885833333,13.15041667,3.442916667,9.7075,0,1.97,1.97,0.985,0.985,0,0,0,0,0,0,0,15,229,214,122,107,15
LiSn2(PO4)3,10.1149/1.2220723,25,2.00E-09,-8.698970004,NASICON,Oxides,0,Li1 Sn2 P3 O12,4,0.698322505,0.671264513,0.666814492,0.666672822,0.666666731,1.944444444,3.388888889,1.111111111,0,0.301724138,0.525862069,0.172413793,0,0.050751363,0.050751363,0.023108065,0.060080968,0.068578641,3,50,47,13.55555556,8.580246914,8,1,87,86,80.77777778,9.037037037,87,6.941,118.71,111.769,29.40417144,20.36893653,15.9994,54.8,505.08,450.28,170.7416667,154.5888889,54.8,1,16,15,14.77777778,1.703703704,16,2,5,3,2.5,0.722222222,2,66,139,73,84.38888889,24.51851852,66,0.98,3.44,2.46,2.930555556,0.679259259,3.44,1,2,1,1.944444444,0.104938272,2,0,4,4,3.388888889,0.814814815,4,0,10,10,1.111111111,1.975308642,0,0,0,0,0,0,0,1,14,13,6.444444444,1.679012346,6,0,1,1,0.055555556,0.104938272,0,0,4,4,2.277777778,0.62345679,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.333333333,0.592592593,2,9.105,33.285,24.18,14.45189153,7.129188713,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,229,227,36.72222222,44.53703704,12
LiAlH4,10.1063/1.3356981,25,2.00E-09,-8.698970004,Other,Other,0,Li1 Al1 H4,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,1.166666667,0.166666667,0,0,0.875,0.125,0,0,0,0,0.817856276,0.82145536,0.831064549,1,13,12,3.333333333,3.222222222,1,1,92,91,73.66666667,24.44444444,92,1.00794,26.9815386,25.9735986,6.325716433,7.090368578,1.00794,14.01,933.47,919.46,240.5333333,302.0311111,14.01,1,13,12,3,3.333333333,1,1,3,2,1.5,0.666666667,1,31,128,97,62.16666667,41.55555556,31,0.98,2.2,1.22,1.898333333,0.402222222,2.2,1,2,1,1.166666667,0.277777778,1,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.333333333,0.555555556,1,0,1,1,0.833333333,0.277777778,1,0,5,5,0.833333333,1.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.666666667,1.111111111,1,6.615,16.59333333,9.978333333,9.922222222,4.40962963,6.615,0,7.853,7.853,5.235333333,3.490222222,7.853,0,0,0,0,0,0,194,229,35,205,14.66666667,194
Li0.83Mg0.83In0.17PO4,10.1021/cm504518q,25,1.41E-09,-8.850780887,Olivine,Oxides,0,Li0.83 Mg0.83 In0.17 P1 O4,5,0.62815564,0.592133004,0.585855909,0.585659415,0.585651611,1.878477306,2.806734993,0.248901903,0,0.380712166,0.56884273,0.050445104,0,-0.027405358,0.034484608,0.032795649,0.039330096,0.044859843,3,49,46,9.9238653,3.93624287,8,1,87,86,73.35578331,18.88743786,87,6.941,114.818,107.877,20.55997101,8.65183894,15.9994,54.8,923,868.2,256.5461493,236.305885,54.8,1,16,15,12.25475842,5.227788865,16,2,5,3,2.342606149,0.484564481,2,66,142,76,90.5431918,28.74751602,66,0.98,3.44,2.46,2.657877013,0.916103059,3.44,1,2,1,1.878477306,0.213509858,2,0,4,4,2.806734993,1.454267946,4,0,10,10,0.248901903,0.485413375,0,0,0,0,0,0,0,1,13,12,4.934114202,1.669291237,6,0,1,1,0.121522694,0.213509858,0,0,5,5,1.734992679,0.843363938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.856515373,0.65938961,2,9.105,24.26,15.155,14.03888796,5.779078137,9.105,0,1.625,1.625,0.237920937,0.406172493,0,0,0,0,0,0,0,2,229,227,62.18448023,76.40480269,12
(Li2O)50(P2O5)50,10.1016/j.jeurceramsoc.2008.12.016,25,1.32E-09,-8.879426069,Glass,Oxides,0,Li100 O300 P100,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,1.8,3,0,0,0.375,0.625,0,0,0.016356045,0.016356045,0.09797959,0.103032088,0.111664073,3,15,12,8.4,2.64,8,1,87,86,69,27.2,87,6.941,30.973762,24.032762,17.1825924,5.51646784,15.9994,54.8,453.69,398.89,187.078,158.7336,54.8,1,16,15,12.8,4.72,16,2,3,1,2.2,0.32,2,66,128,62,86.6,24.72,66,0.98,3.44,2.46,2.698,0.8904,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,22.5702381,13.4652381,13.29571429,5.028857143,9.105,0,1.625,1.625,0.325,0.52,0,0,0,0,0,0,0,2,229,227,53.4,70.24,12
(Li2O)16.6(SiO2)83.4,10.1016/S0022-3093(99)00688-2,25,1.30E-09,-8.887183074,Glass,Oxides,0,Li33.2 O183.4 Si83.4,3,0.680631733,0.631061413,0.613716071,0.611684478,0.611356449,1.889333333,3.001333333,0,0,0.386314068,0.613685932,0,0,0.035796631,0.035796631,0.025678218,0.059825847,0.074146975,3,14,11,9.114666667,2.716245333,8,1,87,86,74.98066667,16.37438756,87,6.941,28.0855,21.1445,18.35687287,5.409116686,15.9994,54.8,1687,1632.2,552.6954267,630.6733428,54.8,1,16,15,13.784,2.829525333,16,2,3,1,2.278,0.401432,2,66,128,62,85.37133333,23.68468356,66,0.98,3.44,2.46,2.73964,0.856306827,3.44,1,2,1,1.889333333,0.196839111,2,0,4,4,3.001333333,1.221036444,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.890666667,1.356344889,6,0,1,1,0.110666667,0.196839111,0,0,4,4,2.334666667,0.925925333,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.445333333,0.864394667,2,9.105,20.44,11.335,13.08483889,4.866016348,9.105,0,0.773,0.773,0.214894,0.310306936,0,0,0,0,0,0,0,12,229,217,95.78466667,102.4407191,12
Li0.85Mg0.85In0.15PO4,10.1021/cm504518q,25,1.26E-09,-8.899629455,Olivine,Oxides,0,Li0.85 Mg0.85 In0.15 P1 O4,5,0.627355171,0.590651392,0.584156717,0.583949962,0.583941683,1.875912409,2.795620438,0.218978102,0,0.38358209,0.571641791,0.044776119,0,-0.019897984,0.035222821,0.033626114,0.040221222,0.044774069,3,49,46,9.795620438,3.783579306,8,1,87,86,73.12408759,19.17107997,87,6.941,114.818,107.877,20.25593606,8.275573689,15.9994,54.8,923,868.2,258.5618978,237.9700996,54.8,1,16,15,12.18978102,5.305876712,16,2,5,3,2.335766423,0.475464862,2,66,142,76,90.64963504,28.78789493,66,0.98,3.44,2.46,2.651605839,0.920752304,3.44,1,2,1,1.875912409,0.217379722,2,0,4,4,2.795620438,1.466247536,4,0,10,10,0.218978102,0.428365923,0,0,0,0,0,0,0,1,13,12,4.890510949,1.682881347,6,0,1,1,0.124087591,0.217379722,0,0,5,5,1.715328467,0.851403911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.839416058,0.664819649,2,9.105,24.26,15.155,14.04234619,5.76624373,9.105,0,1.625,1.625,0.237226277,0.405189408,0,0,0,0,0,0,0,2,229,227,62.83211679,77.12717779,12
LiFePO4,10.1016/j.ssi.2008.06.028,30,1.10E-09,-8.958607315,Olivine,Oxides,0,Li1 Fe1 P1 O4,4,0.622699849,0.580221157,0.571763001,0.571443518,0.571428735,1.857142857,2.714285714,0.857142857,0,0.342105263,0.5,0.157894737,0,-0.000592558,0.006538539,0.024743583,0.042955908,0.050978355,3,26,23,10.85714286,5.510204082,8,1,87,86,69.57142857,23.75510204,87,6.941,55.845,48.904,22.536766,11.92720857,15.9994,54.8,1811,1756.2,400.17,418.3857143,54.8,1,16,15,12.57142857,4.612244898,16,2,4,2,2.428571429,0.612244898,2,66,132,66,90.14285714,27.59183673,66,0.98,3.44,2.46,2.68,0.868571429,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.714285714,1.551020408,4,0,6,6,0.857142857,1.469387755,0,0,0,0,0,0,0,1,8,7,5.428571429,1.387755102,6,0,1,1,0.142857143,0.244897959,0,0,3,3,1.571428571,0.897959184,2,0,4,4,0.571428571,0.979591837,0,0,0,0,0,0,0,1,4,3,2.285714286,0.693877551,2,9.105,22.5702381,13.4652381,12.3305102,4.143586006,9.105,0,1.625,1.625,0.232142857,0.397959184,0,0,2.1106628,2.1106628,0.301523257,0.516897012,0,2,229,227,72.57142857,89.3877551,12
LiF,"Journal De Physique 26 339-341, 1965",321,1.07E-09,-8.970616222,Rocksalt,,0,Li1 F1,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,1.5,2.5,0,0,0.375,0.625,0,0,0,0,1,1,1,3,9,6,6,3,3,1,93,92,47,46,1,6.941,18.9984032,12.0574032,12.9697016,6.0287016,6.941,53.5,453.69,400.19,253.595,200.095,53.5,1,17,16,9,8,1,2,2,0,2,0,2,57,128,71,92.5,35.5,57,0.98,3.98,3,2.48,1.5,0.98,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4,3,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,16.59333333,6.885833333,13.15041667,3.442916667,9.7075,0,1.97,1.97,0.985,0.985,0,0,0,0,0,0,0,15,229,214,122,107,15
